ITEM	1	995	1152
ITEM	2	992	1151
ITEM	3	226	615
ITEM	4	228	618
ITEM	5	533	906
ITEM	6	131	474
ITEM	7	197	577
ITEM	8	382	783
ITEM	9	287	688
ITEM	10	317	720
ITEM	11	709	1018
ITEM	12	978	1146
ITEM	13	457	848
ITEM	14	323	726
ITEM	15	879	1104
ITEM	16	13	151
ITEM	17	40	265
ITEM	18	372	774
ITEM	19	539	910
ITEM	20	154	513
ITEM	21	251	646
ITEM	22	91	397
ITEM	23	677	999
ITEM	24	765	1048
ITEM	25	59	321
ITEM	26	200	581
ITEM	27	257	653
ITEM	28	293	694
ITEM	29	235	627
ITEM	30	121	456
ITEM	31	306	708
ITEM	32	503	884
ITEM	33	476	863
ITEM	34	138	486
ITEM	35	941	1131
ITEM	36	281	681
ITEM	37	170	537
ITEM	38	648	982
ITEM	39	973	1144
ITEM	40	254	650
ITEM	41	267	665
ITEM	42	483	868
ITEM	43	271	670
ITEM	44	971	1143
ITEM	45	416	814
ITEM	46	941	1131
ITEM	47	218	605
ITEM	48	336	739
ITEM	49	147	501
ITEM	50	952	1135
ITEM	51	32	237
ITEM	52	522	898
ITEM	53	686	1005
ITEM	54	912	1118
ITEM	55	699	1012
ITEM	56	44	278
ITEM	57	83	380
ITEM	58	350	753
ITEM	59	224	613
ITEM	60	676	999
ITEM	61	789	1061
ITEM	62	26	214
ITEM	63	850	1090
ITEM	64	39	262
ITEM	65	269	667
ITEM	66	993	1151
ITEM	67	725	1027
ITEM	68	877	1103
ITEM	69	654	986
ITEM	70	260	657
ITEM	71	659	989
ITEM	72	423	820
ITEM	73	899	1113
ITEM	74	340	743
ITEM	75	40	265
ITEM	76	243	636
ITEM	77	955	1136
ITEM	78	271	670
ITEM	79	950	1134
ITEM	80	488	872
ITEM	81	283	683
ITEM	82	115	445
ITEM	83	625	968
ITEM	84	936	1128
ITEM	85	11	139
ITEM	86	55	310
ITEM	87	238	630
ITEM	88	113	441
ITEM	89	100	416
ITEM	90	610	958
ITEM	91	518	895
ITEM	92	392	792
ITEM	93	78	368
ITEM	94	588	944
ITEM	95	709	1018
ITEM	96	414	812
ITEM	97	813	1073
ITEM	98	716	1022
ITEM	99	732	1031
ITEM	100	551	919
ITEM	101	385	786
ITEM	102	949	1134
ITEM	103	354	757
ITEM	104	642	978
ITEM	105	898	1112
ITEM	106	195	574
ITEM	107	829	1080
ITEM	108	593	947
ITEM	109	459	849
ITEM	110	776	1054
ITEM	111	637	975
ITEM	112	299	701
ITEM	113	296	698
ITEM	114	238	630
ITEM	115	714	1021
ITEM	116	170	537
ITEM	117	349	752
ITEM	118	629	970
ITEM	119	197	577
ITEM	120	525	900
ITEM	121	455	846
ITEM	122	220	607
ITEM	123	477	864
ITEM	124	458	849
ITEM	125	332	735
ITEM	126	845	1088
ITEM	127	762	1047
ITEM	128	54	307
ITEM	129	847	1089
ITEM	130	8	119
ITEM	131	459	849
ITEM	132	272	671
ITEM	133	911	1118
ITEM	134	805	1069
ITEM	135	763	1047
ITEM	136	86	386
ITEM	137	596	949
ITEM	138	474	861
ITEM	139	578	937
ITEM	140	719	1023
ITEM	141	677	999
ITEM	142	519	896
ITEM	143	643	979
ITEM	144	280	680
ITEM	145	657	988
ITEM	146	980	1146
ITEM	147	824	1078
ITEM	148	811	1072
ITEM	149	797	1065
ITEM	150	548	916
ITEM	151	669	995
ITEM	152	804	1068
ITEM	153	48	290
ITEM	154	630	971
ITEM	155	694	1009
ITEM	156	298	700
ITEM	157	497	879
ITEM	158	173	542
ITEM	159	733	1031
ITEM	160	902	1114
ITEM	161	27	218
ITEM	162	404	803
ITEM	163	427	823
ITEM	164	350	753
ITEM	165	627	969
ITEM	166	524	899
ITEM	167	907	1116
ITEM	168	786	1059
ITEM	169	160	522
ITEM	170	719	1023
ITEM	171	718	1023
ITEM	172	748	1039
ITEM	173	33	241
ITEM	174	670	995
ITEM	175	9	126
ITEM	176	335	738
ITEM	177	892	1110
ITEM	178	914	1119
ITEM	179	432	827
ITEM	180	88	391
ITEM	181	480	866
ITEM	182	177	548
ITEM	183	433	828
ITEM	184	301	703
ITEM	185	405	804
ITEM	186	194	572
ITEM	187	197	577
ITEM	188	177	548
ITEM	189	350	753
ITEM	190	887	1107
ITEM	191	859	1095
ITEM	192	348	751
ITEM	193	370	772
ITEM	194	566	929
ITEM	195	236	628
ITEM	196	123	460
ITEM	197	6	103
ITEM	198	661	990
ITEM	199	278	678
ITEM	200	456	847
ITEM	201	352	755
ITEM	202	449	841
ITEM	203	762	1047
ITEM	204	614	961
ITEM	205	864	1097
ITEM	206	535	907
ITEM	207	594	948
ITEM	208	713	1020
ITEM	209	959	1138
ITEM	210	149	504
ITEM	211	32	237
ITEM	212	669	995
ITEM	213	958	1138
ITEM	214	197	577
ITEM	215	961	1139
ITEM	216	311	714
ITEM	217	617	963
ITEM	218	957	1137
ITEM	219	466	855
ITEM	220	698	1012
ITEM	221	180	552
ITEM	222	678	1000
ITEM	223	927	1125
